0.326117,-0.065169,0.280556
0.271734,-0.066009,0.283940
0.224201,-0.066370,0.284372
0.173821,-0.066877,0.286296
0.274819,-0.068239,0.310244
0.244057,-0.069675,0.314175
0.213788,-0.070714,0.305407
0.186421,-0.071518,0.308544
0.309691,-0.104725,0.095262
0.272799,-0.105620,0.130377
0.237807,-0.106882,0.083456
0.203854,-0.107477,0.118064
0.292508,-0.105101,0.177393
0.258143,-0.106008,0.216791
0.223886,-0.105244,0.159390
0.191007,-0.106474,0.196511
0.351305,-0.102944,-0.224359
0.351194,-0.102360,-0.157292
0.348883,-0.102429,-0.259787
0.349586,-0.103526,-0.191865
0.353533,-0.097254,-0.165473
0.329055,-0.096999,-0.100783
0.305414,-0.099697,-0.188677
0.283597,-0.099174,-0.122405
0.443019,-0.130046,-0.141243
0.440961,-0.130408,-0.069168
0.432682,-0.128790,-0.181563
0.429934,-0.128699,-0.109796
0.426420,-0.119534,0.026116
0.425616,-0.119134,0.139022
0.421040,-0.118680,-0.035492
0.423399,-0.120319,0.077910
0.358431,-0.108239,-0.310534
0.344309,-0.110558,-0.289834
0.331537,-0.109629,-0.314091
0.315523,-0.110289,-0.297110
0.376637,-0.104980,-0.257830
0.347783,-0.105534,-0.221560
0.321199,-0.105852,-0.266946
0.292184,-0.106553,-0.232776
0.435472,-0.147393,0.236445
0.403438,-0.148241,0.281894
0.381403,-0.148391,0.243874
0.345000,-0.149951,0.280617
0.459121,-0.098533,0.282625
0.407923,-0.098914,0.293913
0.368203,-0.098552,0.297121
0.316736,-0.098179,0.305041
0.211789,-0.145745,0.293525
0.203264,-0.146333,0.301335
0.199143,-0.145817,0.300678
0.188032,-0.146257,0.305302
0.233121,-0.135419,0.293502
0.221528,-0.137102,0.298275
0.209430,-0.137312,0.292839
0.197293,-0.137925,0.294935
0.317176,-0.073737,-0.176575
0.304842,-0.074222,-0.102077
0.285904,-0.074077,-0.220868
0.276187,-0.074972,-0.145853
0.307664,-0.067830,-0.014231
0.306513,-0.067726,0.132650
0.300522,-0.065991,-0.094656
0.303063,-0.069499,0.048679
0.252110,-0.058164,-0.084841
0.232840,-0.058236,-0.036994
0.212956,-0.058746,-0.103125
0.193517,-0.059001,-0.055779
0.277017,-0.057187,-0.005889
0.235895,-0.057841,0.055335
0.199812,-0.058733,-0.019423
0.159348,-0.060436,0.036369
0.396272,-0.398995,-0.257699
0.396864,-0.440227,-0.256550
0.396824,-0.418938,-0.256989
0.395871,-0.380472,-0.255175
0.389959,-0.447581,-0.260205
0.388202,-0.448083,-0.257568
0.387291,-0.448274,-0.259739
0.384690,-0.448513,-0.257992
0.205899,-0.127790,-0.312280
0.199779,-0.128741,-0.308213
0.195998,-0.128207,-0.309044
0.188645,-0.128429,-0.306808
0.163340,-0.119544,-0.311288
0.160104,-0.130891,-0.293235
0.161396,-0.126241,-0.307145
0.155661,-0.114434,-0.288077
0.153897,-0.117767,-0.097649
0.140369,-0.119204,-0.006694
0.116642,-0.122439,-0.161083
0.113793,-0.124029,-0.065756
0.120538,-0.127250,0.056015
0.119450,-0.134677,0.136758
0.117230,-0.128278,0.017051
0.113695,-0.125921,0.091148
0.399679,-0.532503,-0.275585
0.398130,-0.593114,-0.286682
0.389880,-0.566283,-0.279204
0.394822,-0.504663,-0.274705
0.408883,-0.606353,-0.290529
0.411415,-0.605969,-0.292398
0.415480,-0.606320,-0.289731
0.418717,-0.608386,-0.292077
0.412110,-0.105543,-0.153851
0.404040,-0.106251,-0.119799
0.393923,-0.105902,-0.167970
0.384217,-0.106016,-0.134466
0.398080,-0.095864,-0.073819
0.395983,-0.096193,-0.000004
0.390565,-0.096393,-0.111194
0.389318,-0.097203,-0.037380
0.408770,-0.262964,-0.297718
0.377800,-0.264283,-0.255511
0.349989,-0.265602,-0.306676
0.320007,-0.268327,-0.269893
0.360612,-0.201063,-0.292549
0.335359,-0.218344,-0.272269
0.310288,-0.214320,-0.299165
0.290340,-0.198776,-0.274137
0.327105,-0.065876,0.197191
0.283518,-0.067131,0.227736
0.242389,-0.068524,0.186542
0.203207,-0.068629,0.217665
0.321606,-0.065784,0.256862
0.277157,-0.067141,0.267912
0.239407,-0.067734,0.261476
0.196960,-0.069208,0.268499
0.224823,-0.066373,-0.247892
0.207289,-0.066840,-0.205411
0.187670,-0.068483,-0.269149
0.172875,-0.067669,-0.223239
0.149466,-0.068306,-0.209571
0.149030,-0.067873,-0.131805
0.147321,-0.066772,-0.246885
0.146058,-0.069219,-0.172205
0.176714,-0.060066,-0.138754
0.157017,-0.059485,-0.101912
0.138241,-0.058716,-0.149186
0.115719,-0.058618,-0.113665
0.169325,-0.058181,-0.070985
0.155463,-0.058628,-0.043468
0.140628,-0.059094,-0.081231
0.126115,-0.059011,-0.053474
0.378492,-0.147154,0.293646
0.362425,-0.147240,0.298386
0.350662,-0.146942,0.299920
0.333081,-0.146737,0.303428
0.399391,-0.136739,0.247635
0.395852,-0.137148,0.250889
0.395325,-0.139419,0.252667
0.394049,-0.133982,0.266615
0.362413,-0.425775,0.254454
0.362388,-0.426375,0.254213
0.363472,-0.426329,0.254932
0.363400,-0.426763,0.254194
0.366273,-0.448761,0.246394
0.367406,-0.448650,0.245982
0.371833,-0.449057,0.248351
0.373259,-0.450194,0.247802
0.287870,-0.098998,0.001591
0.279315,-0.099686,0.065991
0.265230,-0.099716,-0.034286
0.258020,-0.101293,0.029313
0.302581,-0.098024,0.112771
0.272709,-0.098077,0.132390
0.253687,-0.098923,0.129897
0.220449,-0.098288,0.144828
0.342524,-0.195490,0.259628
0.339932,-0.229956,0.283680
0.332752,-0.213660,0.246124
0.329657,-0.180822,0.274536
0.344994,-0.291734,0.287228
0.346389,-0.362538,0.288617
0.345611,-0.324830,0.287970
0.344503,-0.259301,0.289154
0.244936,-0.067230,-0.309980
0.210565,-0.067031,-0.301972
0.181750,-0.064833,-0.304840
0.144673,-0.064407,-0.300356
0.172031,-0.066468,-0.236705
0.153847,-0.066947,-0.197049
0.140594,-0.065219,-0.236728
0.115863,-0.066856,-0.205149
0.420744,-0.643747,-0.236830
0.418813,-0.650678,-0.236338
